userId,itemId,rating
3287,22319,3
2145,22319,7
3295,22319,9
3296,22319,6
3297,15809,8
3300,15809,6
1780,15809,6
3305,15809,9
3306,15809,9
3307,15809,8
3325,15809,10
3326,15809,10
3331,15809,8
3335,15809,7
3341,22319,7
3347,22319,7
3352,22319,5
3355,22319,7
937,15809,4
1336,15809,6
3356,15809,6
2315,15809,8
1117,15809,9
727,22319,2
37,22319,8
3371,22319,8
3375,22319,9
3376,15809,7
3377,15809,9
3380,15809,9
3381,15809,5
1631,15809,6
3382,15809,6
1412,15809,9
1551,15809,9
3390,22319,1
3391,22319,5
3395,22319,2
2077,15809,9
1792,15809,9
2606,22319,7
281,22319,6
3415,22319,8
3416,22319,9
3417,22319,8
3422,22319,4
656,22319,8
3426,949,6
3441,15809,10
3445,15809,9
3447,15809,9
1487,15809,8
3452,15809,7
3461,22319,5
3465,22319,3
3466,22319,6
3481,949,8
2037,949,8
3487,949,9
3491,949,10
3022,15809,7
3512,15809,6
936,15809,6
3515,15809,8
3517,15809,9
967,15809,8
3546,949,10
1481,949,3
3550,949,7
110,949,3
3555,949,4
3557,949,4
651,949,9
3586,20,5
3075,2890,10
3595,2890,7
592,20,9
3612,20,10
3616,20,8
3622,20,10
937,20,5
3632,20,10
3637,20,10
3645,20,10
2817,20,7
1786,20,7
3660,20,6
32,20,5
3676,20,6
610,20,7
2865,20,7
1401,20,8
2527,20,10
3696,20,8
3697,20,8
3702,20,6
3710,20,7
3371,20,8
3716,20,6
3721,20,9
3722,20,10
3126,20,9
2987,20,10
3737,20,8
3740,20,10
3741,20,10
3745,20,9
3747,20,7
3752,20,6
3755,20,10
3765,20,9
3766,20,7
3771,20,7
3775,20,6
3777,20,10
3782,20,10
3785,20,5
3790,20,8
810,20,6
3801,20,2
3807,20,7
3810,20,5
641,2890,9
3812,20,8
3820,20,8
551,2890,8
3831,2890,8
1586,2890,9
3841,2890,9
826,20,2
51,20,10
3857,20,8
762,400,9
110,2890,6
3576,2890,8
1556,2890,9
680,2890,9
3906,2890,5
3910,20,7
3915,20,6
3925,400,7
3947,20,9
3950,20,10
3955,20,10
3957,20,1
3960,20,10
3962,20,7
421,20,7
11,400,9
856,400,8
810,400,7
3515,400,6
3982,4181,10
105,4181,10
4035,4181,10
4036,4181,10
4040,2904,6
4042,2904,10
4047,2904,8
4050,2904,6
1851,2904,10
4051,2904,9
3702,2904,9
1112,2904,9
4055,38000,9
4060,38000,9
4062,38000,9
1260,38000,9
4070,5114,10
4077,5114,9
4080,5114,10
4081,5114,9
4085,5114,10
1401,34599,10
1625,34599,9
4090,34599,10
4091,34599,10
982,30276,8
4101,30276,8
1786,30276,8
3382,30276,9
4111,30276,8
1485,35120,6
4130,35120,5
4131,35120,1
4137,35120,6
4146,3572,9
32,3572,8
576,3572,8
4160,35120,10
4172,35120,1
4176,3572,9
286,3572,8
4181,3572,8
575,35120,5
4215,35120,9
3415,35120,8
4220,3572,9
2966,3572,6
4225,3572,3
4227,3572,9
4230,3572,9
4231,3572,4
4256,35120,10
4257,35120,9
4262,35120,5
2102,790,9
4275,790,6
4285,790,8
772,790,6
4181,790,7
806,790,8
11,790,7
4295,790,8
4301,790,8
4317,790,7
4320,790,7
4326,790,10
4336,790,10
4342,790,8
3491,790,10
4350,790,9
4351,790,9
810,790,8
935,790,9
4377,790,6
3950,22,9
4411,22,9
47,22,6
4412,22,10
856,790,5
4246,790,10
3022,790,9
4430,790,9
4447,22,9
737,22,6
2571,22,8
4451,22,10
4456,22,10
3515,790,8
4497,790,7
680,790,7
652,790,8
356,790,2
2470,790,5
382,790,3
4517,32093,7
1557,32093,6
1536,32093,8
4525,32093,10
4526,32093,8
4527,32093,9
927,32093,8
1012,32093,8
4541,85,6
3946,85,9
921,85,6
1896,85,10
4547,85,7
281,32093,8
1906,32093,8
2397,32093,10
4557,32093,8
906,4181,10
4605,17549,9
4621,17549,9
17,17549,9
4622,17549,7
532,17549,7
381,17549,8
4626,17549,10
4627,17549,8
481,17549,9
4636,17549,6
4646,17549,10
4650,17549,6
4651,17549,8
4656,17549,6
591,17549,10
4667,17549,9
287,17549,9
656,17549,7
1561,17549,9
110,17549,8
3440,17549,8
4676,17549,10
4677,17549,9
4696,3588,10
4697,3588,7
2162,3588,8
2606,3588,5
810,3588,9
2077,3588,7
3872,3588,8
32,3588,5
4741,3588,9
4742,3588,8
592,3588,7
4745,3588,8
975,3588,8
4747,3588,10
4751,3588,7
937,3588,5
4756,3588,8
4757,3588,10
47,3588,8
4770,3588,6
4775,3588,10
3801,3588,7
4786,3588,9
4791,3588,7
2,3588,10
1401,3588,3
115,3588,7
4805,3588,10
4806,3588,10
4810,3588,5
1672,3588,9
4815,3588,8
887,3588,9
2887,3588,8
1732,3588,7
36,3588,7
1117,3588,9
4830,3588,7
4832,3588,7
1526,3588,9
4836,3588,6
2856,3588,9
4842,3588,10
2735,3588,9
3371,3588,7
377,3588,9
1547,3588,9
110,3588,7
4231,3588,3
575,3588,8
3005,3588,8
1655,3588,9
4881,3588,10
421,3588,8
4882,3588,9
1630,17549,10
281,17549,7
4886,17549,5
2151,17549,10
967,17549,8
2185,17549,9
4926,4181,10
4932,2904,10
4937,2904,10
3477,2904,9
4947,2904,10
2641,2904,9
4950,38000,9
3616,38000,9
4960,38000,9
2310,38000,10
4965,5114,6
4966,5114,9
2566,5114,10
707,5114,10
2016,5114,10
4975,5114,10
110,5114,8
32,34599,9
4987,34599,8
5000,30276,8
2302,30276,10
5011,30276,8
5012,30276,8
1921,9289,8
5021,9289,9
5022,9289,8
5025,9941,8
3436,9289,9
4250,9289,8
737,9289,8
225,9289,10
2772,9289,8
5037,9941,8
1005,9289,8
105,9289,9
5046,9289,8
5050,9513,8
3737,9941,8
5056,9941,4
5065,9941,8
5070,9289,6
4651,9289,8
3755,9289,10
3995,9289,10
5075,9289,9
5076,9289,10
5077,9289,8
5082,9513,6
5085,9513,7
5086,9513,7
5092,9513,9
5096,9941,8
1656,9941,9
5105,9941,8
5107,9941,8
5110,9941,9
5111,9289,9
1235,9289,9
32,9289,7
5135,9513,8
5137,9513,9
5141,9513,10
737,9513,7
5151,9513,7
110,9941,2
520,9941,9
1487,9941,9
32,9941,5
5165,9941,9
70,9941,9
651,9941,8
5166,9941,9
3481,9289,9
281,9289,7
5175,9289,9
5176,9289,8
647,9289,7
592,9513,6
3476,9513,7
2225,9513,6
5207,9513,9
520,9289,7
5241,9289,9
597,9289,7
4030,9289,8
5242,9289,8
651,9289,7
1535,27775,8
5261,27775,9
2077,27775,10
1831,27775,8
5270,27775,7
5271,27775,8
140,27775,9
1952,27775,9
145,27775,6
1672,27775,8
5285,27775,4
1321,27775,7
5292,27775,10
5296,27775,9
160,27775,8
1297,27775,9
1630,27775,9
1261,27775,8
5310,27775,6
965,27775,4
5312,27775,5
4636,27775,6
5325,27775,8
5330,2924,7
1730,2924,7
2630,2924,8
2372,2924,8
5336,387,8
5337,387,10
5341,387,8
5342,387,10
3072,387,9
1431,387,6
1232,27775,8
2375,27775,8
810,2924,7
286,2924,8
1836,2924,5
5362,2924,7
220,2924,9
5367,2924,10
51,37786,7
5375,37786,4
377,37786,9
5386,387,8
5392,387,8
5396,387,10
5407,27775,7
5411,27775,9
2307,2924,8
5417,2924,8
5422,2924,9
2885,2924,10
607,2924,8
5425,2924,10
5432,37786,8
5000,37786,9
5440,37786,10
5442,37786,7
5445,37786,7
62,387,10
7,387,10
225,387,10
3561,387,6
582,387,9
281,27775,6
5465,27775,7
5466,27775,8
2367,27775,5
5476,2924,5
5477,2924,10
856,2924,6
1206,37786,9
5487,37786,9
5492,37786,9
5496,37786,8
3000,37786,8
5497,37786,9
5056,387,7
3391,387,8
1525,387,9
5501,387,7
856,387,4
110,387,9
5107,387,7
936,387,7
167,27775,10
5516,27775,9
642,2924,10
4806,2924,9
5525,2924,10
110,2924,4
5532,37786,9
2100,37786,9
456,37786,9
5535,37786,7
382,37786,2
452,37786,9
1945,37786,9
1425,387,10
3881,387,9
5546,387,8
1132,27775,8
2027,27775,8
32,27775,6
377,27775,8
105,27775,7
5601,2924,5
2410,2924,9
5605,2924,3
652,2924,9
421,2924,10
2470,387,10
930,387,6
5622,387,3
525,387,7
5625,387,4
75,387,9
1337,27775,10
3415,27775,3
5652,27775,10
5657,27775,4
450,27775,8
977,918,10
5737,73,8
737,73,8
937,31339,6
5747,31339,7
5750,31339,10
5752,31339,9
121,31339,10
575,73,7
3820,73,10
5772,31339,7
5070,31339,8
1786,31339,9
762,31339,8
5775,31339,8
935,31339,6
5776,31339,6
316,31339,7
5780,31339,6
585,73,7
5805,73,8
597,73,5
5807,73,9
3515,73,7
652,73,10
5810,73,9
421,73,10
110,31339,6
5812,31339,9
5815,31339,7
5822,918,10
5826,4181,10
4947,4181,10
3872,4181,10
670,4181,10
5836,4181,9
3881,4181,9
2796,2904,10
5851,2904,10
3200,2904,10
5852,2904,10
2490,38000,9
5860,38000,10
5861,38000,10
5786,5114,8
5610,5114,10
5887,34599,8
4111,34599,9
462,30276,8
470,30276,6
5907,30276,9
5917,66,8
3331,66,10
5922,66,10
2246,66,4
217,66,8
160,66,9
5925,66,9
5930,66,10
5935,66,10
2772,66,8
585,66,8
11,66,9
1760,66,8
5947,66,4
1621,66,7
5951,66,5
481,66,8
5956,66,5
110,66,8
5961,66,10
5962,66,8
642,66,9
5966,66,9
5967,66,2
5990,27989,10
105,27989,9
4081,27989,10
2747,27989,9
5967,27989,5
377,27989,10
287,27989,8
4350,66,5
5810,66,10
597,66,7
6011,66,8
525,66,9
5611,339,9
936,339,7
1066,339,8
5985,339,9
660,339,9
5107,339,6
62,339,9
6037,339,9
6042,339,9
935,339,8
6047,339,8
6052,339,8
810,339,8
6056,339,8
806,339,8
6060,339,5
6061,339,10
1786,339,8
2037,339,8
600,339,9
4317,339,7
32,339,10
2336,339,6
6072,339,9
6076,339,8
272,339,10
1431,339,9
6090,339,10
6092,339,10
225,339,7
6095,339,9
610,339,3
3440,339,6
6102,339,9
575,339,7
685,339,10
6105,339,10
6106,339,9
670,339,9
567,339,6
6120,339,10
6121,339,10
5622,339,4
727,339,8
6126,339,3
6127,339,3
856,339,3
6131,339,9
6132,339,10
5692,339,10
1485,339,9
6145,27989,10
5021,27989,10
1630,27989,10
1621,27989,7
2185,27989,9
6150,27989,4
382,339,9
3415,339,9
110,339,6
680,339,8
421,339,10
3557,339,1
6195,339,10
5912,5678,10
6202,5678,10
111,5678,8
1656,5678,8
737,5678,8
6220,5678,10
6221,5678,6
6226,5678,7
6237,122,10
275,122,9
4806,122,7
6242,122,4
442,33489,7
287,33489,10
6251,33489,10
1227,33489,3
4562,5678,7
6262,5678,6
5477,122,9
11,122,5
2202,122,10
6280,122,8
452,21877,8
326,21877,8
11,21877,6
6287,21877,6
456,21877,9
382,21877,5
1945,21877,9
551,33489,10
6295,33489,9
6296,33489,5
281,33489,8
3841,33489,5
3437,33489,5
6301,31251,9
4091,31251,8
4650,31251,9
6306,31251,10
281,31251,6
6310,31251,8
6322,5678,10
540,5678,8
597,5678,5
1485,33489,7
6341,33489,9
6342,33489,3
6347,31251,8
6350,31251,8
32,31251,9
3325,31251,10
1891,31251,10
281,28297,9
6367,28297,6
6371,28297,4
6150,28297,4
2411,17265,9
1580,934,7
6387,17265,10
6390,29803,9
6392,29803,7
746,17265,10
6396,934,10
6401,29803,5
1221,29803,4
4937,17265,7
6405,29803,6
2630,17265,8
6410,934,10
166,934,8
6416,934,7
2225,934,9
6425,934,10
2851,934,3
810,934,7
6431,934,8
6435,934,6
6455,934,8
551,934,9
6456,934,8
6457,934,9
507,934,10
1297,934,9
2202,934,9
6466,934,10
6467,934,9
6310,17265,7
6471,17265,8
6472,17265,8
1425,934,7
6475,934,10
160,934,10
2016,934,8
3072,934,10
6482,934,9
6495,17265,6
127,17265,6
226,934,8
6502,934,5
4047,934,10
3417,934,10
790,934,9
6510,29803,5
2070,29803,8
272,29803,7
6517,29803,5
2577,17265,9
6520,17265,6
6525,17265,8
5362,17265,9
6526,17265,5
6530,17265,6
6532,17265,9
3416,17265,6
595,934,9
6541,934,8
2065,934,4
6545,934,9
6547,29803,9
3737,29803,8
6556,29803,7
2532,29803,4
2077,934,10
6567,934,10
2070,17265,9
6572,17265,9
3356,17265,4
6577,17265,8
1260,29803,10
6581,29803,8
2991,29803,7
4975,934,4
5947,934,8
6595,934,9
6605,934,9
1117,17265,10
2886,17265,9
6610,17265,8
856,17265,8
6615,17265,9
160,29803,8
3175,29803,9
2796,29803,10
1336,29803,7
1651,29803,3
656,934,8
1546,934,8
6630,934,9
6636,934,10
6637,934,9
4806,934,10
6641,934,9
2571,17265,7
6392,17265,10
105,17265,4
901,17265,9
1820,17265,7
231,17265,8
1365,29803,7
6652,29803,10
6656,29803,1
1132,29803,9
737,268,8
6661,268,9
2125,268,7
1320,934,9
6666,934,9
6672,934,9
6675,934,2
6676,934,9
6677,934,6
6681,17265,10
6685,17265,9
6687,17265,9
5815,17265,9
6692,29803,8
6695,29803,5
4996,29803,9
110,29803,5
1402,29803,7
1586,268,8
551,268,8
6471,268,10
1780,268,5
462,268,9
856,934,7
5805,934,8
3910,934,8
6725,934,1
1620,17265,9
1487,17265,6
6747,29803,7
5782,29803,3
6750,29803,2
105,29803,8
2991,268,7
762,268,9
5425,934,9
4051,934,10
3415,934,9
5807,934,8
6806,17265,10
32,17265,7
960,17265,8
3022,17265,8
967,17265,6
6812,17265,9
3415,29803,8
6826,29803,10
281,29803,4
2577,29803,10
585,268,7
1546,268,8
6846,268,7
6850,268,10
6852,268,8
3515,268,9
3415,268,9
6866,934,2
652,934,9
421,934,9
6456,918,10
1232,918,10
1917,14075,6
286,21647,9
6931,21647,9
6935,21647,10
4996,14075,8
6937,14075,10
737,14075,7
6942,14075,9
3271,14075,10
6947,14075,10
6226,14075,9
6957,14075,9
2445,14075,10
3416,14075,5
6966,14075,9
6975,14075,6
3382,21647,8
6986,14075,6
6991,14075,7
6996,37435,8
7001,37435,8
7005,37435,9
2690,21647,8
961,21647,10
1021,21647,10
3036,21647,9
1630,14075,8
421,14075,7
7027,14075,8
7030,37435,9
2551,37435,9
32,37435,8
7032,37435,9
7036,37435,8
7042,37435,8
3515,5682,6
7052,5682,8
935,5682,7
32,5682,7
7055,5682,10
895,5682,3
6866,5682,7
110,5682,8
7056,5682,9
11,5682,6
7057,5682,9
1232,5682,9
7071,5682,7
7072,5682,10
1752,5682,9
7075,5682,7
2986,5682,9
5336,5682,8
4326,5682,10
7085,5682,9
2865,5682,9
7092,5682,6
7097,5682,7
7100,5682,8
246,5682,10
3476,5682,9
6966,5682,8
7112,5682,7
727,5682,7
2606,5682,10
62,5682,9
7122,5682,2
7125,5682,9
7131,5682,9
5176,21647,9
17,21647,9
3057,21647,8
3997,21647,9
4741,14075,10
7146,14075,10
7147,14075,10
2747,14075,9
7150,14075,3
592,14075,9
2100,37435,8
7167,37435,8
7170,37435,5
7172,918,10
7186,2904,9
3765,2904,8
7187,2904,10
2202,2904,10
695,38000,9
3487,38000,8
7201,38000,9
7205,38000,8
56,38000,8
3785,5114,10
6835,5114,10
6042,5114,10
2877,5114,10
4751,5114,10
6095,34599,9
2315,34599,10
7230,34599,10
7231,34599,10
7235,4181,9
7236,4181,10
2145,4181,10
3790,4181,9
1141,4181,10
1206,4181,10
2105,1530,9
7245,32995,3
591,1530,10
7252,32995,6
7256,32995,8
4081,32995,7
7267,32995,8
7276,32995,8
4257,32995,7
4582,32995,7
5775,32995,8
47,32995,10
1906,32995,7
5797,32995,9
5680,32995,10
1401,32995,7
1841,32995,9
51,32995,9
5362,32995,7
7320,32995,8
7321,32995,9
7322,32995,6
32,32995,8
2167,32995,9
7341,32995,10
3452,32995,7
7345,32995,6
4612,32995,9
7350,32995,9
1786,32995,9
6322,32995,10
7366,32995,10
5610,32995,5
7371,32995,3
4830,32995,8
2006,32995,9
7376,32995,9
3785,32995,5
7057,1530,10
617,32995,10
7386,32995,7
7387,32995,6
3371,32995,10
7402,1530,10
7406,1530,10
4832,32995,4
930,32995,6
7415,32995,9
281,32995,4
7417,32995,9
7420,1530,9
232,1530,10
11,1530,6
4137,32995,8
7432,32995,7
2530,32995,3
7435,32995,5
5070,32995,8
4557,32995,7
6467,1530,9
975,32995,1
1531,32995,4
7467,32995,4
856,1530,10
4051,1530,10
7480,1530,10
191,4059,9
7491,4059,9
936,32995,6
7495,32995,5
7496,32995,5
1236,32995,10
5396,32995,10
7500,32995,4
7501,32995,9
5805,1530,10
642,1530,10
6341,1530,8
2050,1530,9
357,1530,9
6167,1530,10
3541,1530,8
3415,1530,7
4220,1530,10
4966,1530,3
7186,227,4
4202,227,9
2052,227,5
4965,227,1
810,227,10
826,227,2
7520,227,10
3037,227,6
3072,227,10
7525,227,10
6126,227,3
6090,227,2
7236,227,9
7535,227,10
7542,227,10
1727,227,10
11,227,9
575,227,9
7555,227,10
7560,227,8
32,227,9
7565,227,10
4081,227,9
7567,227,7
7570,227,10
6857,227,7
2986,227,8
600,227,7
551,227,10
7587,227,7
1215,227,3
1416,227,10
7600,227,10
4786,227,6
217,227,9
6102,227,10
7610,227,10
5982,227,10
481,227,6
7620,227,10
7622,227,8
5056,227,6
7625,227,10
5985,227,8
771,227,8
7630,227,10
1625,227,10
4090,227,10
772,227,10
4901,227,9
937,227,5
56,227,8
7642,227,7
6401,227,6
6052,227,10
195,227,10
